id,Unnamed: 0,userid,日期,转发数,评论数,点赞数,正文,Cache,以往平均转发,以往平均评论数,以往平均赞数,关注度,活跃度,是否工作日,是否有链接,是否有标题,是否有表情,是否有@,文本长度
4441918849583672,10,1903207591,2019-11-23,534,554,1186,以前我以为一见钟情是两个人第一眼就陷入爱情，从此两个人过上幸福的生活。后来，我才明白，一见钟情多半是，你好，再见，然后一辈子也忘不了四目相对那一刻全世界只剩下彼此。后来怎么回忆不起对方的具体面貌，但是那种感觉历久弥新。心脏漏了一拍，所有背景都虚设。但是一见钟情，终究是跨不过现实的鸿沟，有缘无分，最终消失在人海，只记得时间停止的那一刻是属于我们的。#该不该相信一见钟情#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,185
4441844609612372,11,1903207591,2019-11-23,548,567,1390,今日话题：#情侣三观不合该不该分手#三观不合，大概是人们最常听到的分手理由。好像三观不合这个词可以概括很多内容，你们对生活的期待和要求不一样，你们的价值观不一样、消费观不一样、人生观也不一样、对感情的理解也不一样……  ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,110
4441704138176989,13,1903207591,2019-11-23,267,157,1125,一直深信你心里有我 是我做过最蠢的事 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,19
4440830334530171,19,1903207591,2019-11-20,260,169,1330,我喜欢郭德纲的一句话:不要逢人就诉苦 人心口难测 看你笑话的人永远比在乎你的人多 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,41
4440254847509765,26,1903207591,2019-11-19,303,189,1603,好心情入睡的条件：“要么喜欢的人和你聊天，要么游戏最后一局赢了”。 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,34
4439969517435211,28,1903207591,2019-11-18,549,570,1280,今日话题：#婚后还需要保持仪式感吗#要知道经营一段感情，就像养一盆花，要想让花开得漂亮，就要懂得浇水打理，要让感情之藤保持长青，同样的，你要学会为之保鲜。正如人们所说，婚后的爱情需要仪式感去滋养，同时也需要通过仪式感去维护和经营。 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,116
4439891712290514,30,1903207591,2019-11-18,315,160,1410,错就错在 你太清楚自己想要什么了 所以你推开一切可能的开始 无能的悲观主义者 所以你一直不快乐 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,48
4438891899552326,40,1903207591,2019-11-15,106,123,1873,今日投票：#合适与喜欢哪个更重要# 想见你了的微博投票 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,28
4438870470644817,41,1903207591,2019-11-15,592,653,1558,今日话题：#合适与喜欢哪个更重要#择偶是一个人一辈子的事情，也是人的终身大事。但是由于每个人都是充满各种优缺点的，很多时候由于缘分的问题，就会遇到各种类型不同的人。没有谁是天生为别人所生的，那么如果遇到自己喜欢的和适合自己的，哪个会比较重要呢？ ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,123
4438679844144915,43,1903207591,2019-11-15,12,386,450,睡觉的时候数小羊，数到第二十二只的时候它突然大叫：祝你生日快乐！吓得我赶紧发了条微博 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,43
4437892669632097,52,1903207591,2019-11-12,596,557,1191,你们是怎样冷暴力分手的。第一阶段:他突然很忙，当你还沉浸在热恋的喜悦中的时候，你的反应就是:我要乖一点或者他怎么那么忙，你克制自己减少联系的频率。而他不会一点也不理你，偶尔也给你发发短信打打电话，可惜已经不会有象声词，比如原来的我到家了噢，变成，我到家了。第二阶段:你开始质问，当第一阶段持续一段时间的时候你觉得你们没有以前那么热情了，终于你开始质问他为什么最近都这样?这个时候这种人不会直面地告诉你“我其实没那么爱你”或者“我已经爱上别人了”她们通常会说:“没有啊，最近比较累”或者“压力很大”然后还叮嘱你“不要乱想”第三阶段:你们相互都不会主动联系对方了，你发过去的短信她也回你，打过去的电话他也接，但是如果没有太重要的事，他不会主动联系你了，你的抓狂又开始无休止了。第四阶段:当你开始说我们分手吧，通常这个时候使用冷暴力的人会很纠结地来一句:不要呀或者再给我一次机会总之挽留你不让你离开。这个时候你的心情稍微好点了觉得对方还是在乎你的，但是这种好的心情还搀杂了很多不安冷暴力的人就这么吊着你的心情。第五阶段:这个阶段你会感觉对方回来了这个是带着太多歉意的感情，不会持续很久非常短。第六阶段:当你开始相信爱情失而复得的时候，当你开始相信爱情失而复得的时候，他又开始对你不闻不问，比如你发过去的短信可能石沉大海，你打过去的电话可能关机了。第七阶段:你已经疯掉了完全失去自我了，此时你的心态已经很差了，心情反复太强烈你在分手和不分手之间来回徘徊，睡不着吃不下。可惜这些他都不知道。第八阶段:你提出分手，然后他沉默。这种分手方式冷漠的地方在于让你在很长一段时间内情绪跟着他走，而且逐渐迷失自我每天都在纠结为什么，你的所有话题变成了他，你偶尔还要麻醉自己觉得他爱你偶然又活在残酷的清醒里。所以，如果有一天你真的累了，请告诉我，我会放你离开。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,768
4437804366775948,53,1903207591,2019-11-12,543,556,1098,五句话概括我的生活现状：一边拖延得要死一边觉得自己不能再这样下去了。打了一段时间鸡血后，又会很快懈怠下来。别人都夸我非常优秀，但我自己觉得我很垃圾。深知自己在性格上缺点不少，但知道得清清楚楚了也懒得改。在一切事情上都眼高手低，无论事业还是爱情。 #女生的拖延症到底有多严重#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,137
4437721482802868,55,1903207591,2019-11-12,490,386,1332,今日话题：#当代年轻人的安全感来源#你的安全感，应该来自于，每天在变好的皮肤，体重计上你想保持住的那个体重，银行卡里足够的余额，和手机满格的电量，不应该来自别人三言两语的情话和承诺。 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,92
4437350019280816,59,1903207591,2019-11-11,281,146,922,喜欢是一定要在一起 爱是知道自己在对方心里待过就已经足够了 在不在一起也无所谓了 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,41
4437025908179631,63,1903207591,2019-11-10,551,562,1298,其实女孩子的心思真的很敏感。我觉得每个女孩子都想有一个能够处处宠着自己的人，谈那种特别甜的恋爱，只要看你一眼就会藏不住的笑，可以心安理得的化成一滩软泥躺在喜欢的人的肩上。女生要的爱其实很简单，无非就是很多很多的疼爱和很多很多的安全感。她们之所以会作，会无理取闹大部分的原因都是因为男朋友的不宠爱，因为不够疼爱所以才会没有安全感。我见过大部分被宠爱的女生都是温柔可爱的，因为她们心中满满的都是爱跟安全感。一个人，你跟他在一起可以自然而然的变成一个孩子，可以尽情撒娇，可以不用看他脸色害怕他没耐心，可以把你宠成一个孩子，可以在你面前放下他的高冷与不屑，我想他应该很爱你。 #女生眼中男生的加分项#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,296
4436764850954654,68,1903207591,2019-11-09,2,3,908,今日投票：#如何避免冲动型消费# 想见你了的微博投票 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,27
4436343570427919,73,1903207591,2019-11-08,548,553,1309,同学们，你们以后结婚前要做三件事:第一件，去民政局门口蹲一天，看看拿结婚证和拿离婚证的有什么区别。第二件，到医院产房门口看一天，看看生孩子是什么样的。第三件。在医院住院部逛一天，算算老太太照顾老头多，还是老头照顾老太太多。做了这三件事，再好好考虑要不要结婚。我们政治老师在课堂上语重心长的教育我们。那时，我读高三，这么多年过去了，课堂上的很多东西我都忘了，这番话我一直记着。#结婚对女生意味着什么#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,199
4436064515115522,75,1903207591,2019-11-07,530,542,1148,不知道别人怎么感觉，我反正跟一个人聊天如果他的表情包不合我的胃口，我是会聊不下去的。我对表情包的质量还是很看重的，太过黄色暴力的表情包像我这种幼儿园刚毕业十几年的人是接受不了的。首先，我觉得如果跟别人不太熟，一上来聊天不要死乞白赖的发表情包。毕竟人与人之间最重要的是沟通，而不是斗图，微信自带的一些基本表情就足够了。如果已经很熟了，一些适当的有趣的表情包就能在聊天中起到调剂的作用，能让聊天的质量大大提高。其次，通过日常的聊天应该就能体会到对方是个什么性格的人，如果是很正经的朋友或者老师啊，上司啊，长辈什么的，除个别情况，表情包要慎重！要是软萌的妹子啊，最好发一些可爱的表情包，猫猫狗狗什么的。要是很铁的朋友，那就没什么下限了。#表情包会影响第一印象吗#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,328
4435978904858951,77,1903207591,2019-11-07,589,559,1305,不是不想谈恋爱，有时候是不敢谈。记得舒淇在一个电影里面就说过这样一段话：我就是死要面子，自尊心特别的重，我只要一发现，对方没有那么喜欢我了，我就会把这段感情判一个死刑。你说一个像我这样的人，能顺利谈恋爱吗？不想勉强自己喜欢别人，也绝不勉强别人喜欢自己，各自安好。其实，大多数人不是没有恋爱需求了，而是由于种种原因，放弃了去喜欢一个人的权利。比如说我，如果遇到了喜欢的人，不是主动出击，而是开始莫名其妙的担心。担心自己哪里不够好，感觉自己一瞬间所有的缺点都浮出来了。常常想：我要是再漂亮一点，悄悄看你时，目光就不会闪躲了。一想到和喜欢的人靠近，自己的缺点和不足将暴露在他面前，就莫名的害怕。所以，一直不敢迈出那一步。#大学不谈恋爱会遗憾吗#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,319
4435735005901521,80,1903207591,2019-11-06,559,582,1244,今日话题：#被区别对待是什么体验#我相信大家都遇到过被区别对待的情况，有些是在家人之间，有些是在朋友之间，有些是在同事之间。其实，真正让人难过的区别对待，往往发生在对你很重要的人身上，或者说曾经很重要。 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,102
4435646300927389,81,1903207591,2019-11-06,553,555,1173,我希望你可以遇见那个让你毫不犹豫想要结婚的人。你们可以在春天的午后，一起骑着单车去公园野餐；在夏天的夜里，一起牵手散步，顺便抱一个西瓜回到你们的家；在秋天的傍晚，一起煮一大锅香浓的汤，抱着碗小口的喝；在冬天的下午，一起躲在被子里看泛黄的老电影。你不用再单枪匹马的去征服世界了，你也不用再孤独的去过一个人的情人节了，你只需要依偎在他的胸口，做一个最平凡最普通的幸福女孩。#你所期望的婚礼是怎样的#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,197
4435588054490735,82,1903207591,2019-11-06,603,536,1094,"今日话题：#为什么事业型女生恋爱难#我觉得事业型女性一定要对自己定位准确，只有自己认清自己，做好自己，才能去谈好恋爱，处理好和恋人之间的关系。我们理解的事业型女性一般都是""女强人""，但是我认为真正的“女强人”应该是能将事业和爱情兼顾的。 ",617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,119
4434831381031162,91,1903207591,2019-11-04,282,172,1337,你要清楚 喜不喜欢 爱不爱 合不合适 在不在一起 住不住一块 有没有名分 过得过不下去 是七件事 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,49
4434604041403235,93,1903207591,2019-11-03,1620,992,7038,曾国藩对女儿选女婿的五好丈夫的择偶观:1、人品好。这是对个人本质的要求，也就是对对方个人品质的要求，真诚、善良、乐于助人、积极向上等等可罗列一大堆。反之，不是自私、说谎、虚伪、庸俗等等这些。2、学问好。这是对两人的要求，就是双方的知识层次要对等，对待问题的看法要一致，可以互相沟通，有共同语言。3、家境好。这是对双方家庭的要求，也就是要门当户对。不能一方家境太好，一方家境太差，不同家庭背景养出的人，在观念、思想、金钱、消费、子女培养、对待父母等等方面的看法很不一样，与其婚后大吵、闹别扭，还不如找个与自己类似家庭背景的人结婚。4、父母好。这是对未来对方父母的要求，要通情达理、不偏心、宽容，不刻薄、私心偏袒自己孩子。5、身体好。这是根本，白头到老的路很长，结婚总要找个健健康康的吧！有病有家族遗传病之类的，结婚前还是考虑清楚了。#女生心中的理想型男友#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,377
4434450698154084,95,1903207591,2019-11-03,262,223,1345,有的时候我也分不清 是错过好 还是在一起把爱耗尽了分开才好 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,30
4434136716166430,97,1903207591,2019-11-02,235,157,2359,好的爱 踏实而舒适 不会提心吊胆 不会患得患失 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,24
4433928049523636,99,1903207591,2019-11-01,517,542,1185,爱情有许多形式，两个人或多或少会有差异。年龄的差距是常见的，尤其是女大男小，不符合传统婚恋观。电影《春心荡漾》中拉菲说：“除了年龄问题，他给予我真正需要的东西超越了任何其他人所给我的。是真正的东西，是我从未有过的东西，使我不愿意去谈年龄问题。”传统的眼光认为，姐弟恋只能止于恋爱，不能谈婚论嫁。男方家长生怕女生年纪大了自己年轻帅气的儿子就吃亏了，女方家长也嫌弃小男生不成熟、没担当。某种程度上，这个观点已经不是那么适用于今天的婚恋环境了。其实什么恋、什么婚并不重要，两个人在一起的时候舒服最重要。#爱情真的可以不分年龄吗#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,261
4433897129344403,100,1903207591,2019-11-01,564,567,1189,今日话题：#学生时代最烦恼的事#这次月考怎么样？明天换座位是不是要和喜欢的男生坐近一点了？闺蜜昨天没和我一起吃饭，是不是生我气了？爸妈周末是不是又要上班？零花钱要不够了，还能买项链吗？ ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,93
4433853835571630,101,1903207591,2019-11-01,532,548,1205,什么样的爱情才能走到最后：长久的爱情需要保鲜，在磨合中找到适合彼此最舒服的相处方式，走得更远。每个人都有属于自己的棱角和傲气，只不过是在偏爱与被爱的过程中，磨去了原本属于自己的锐气。使我们更加亲密无间，每次的争吵不休，在争吵中听到了对方的回应的声音，像对方身体的另一半，另一个不可替代的整体，脱离独立漂泊无所依的游子。爱情最终的归宿是亲情，睡前吻你，半夜抱你，醒来有你，看见你在身边，是踏实的幸福，与你立黄昏，一起去散步，一起相伴厮守，相濡以沫。#情侣之间最忌讳什么#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,234
4433805769002001,102,1903207591,2019-11-01,589,561,1187,今日话题：#当代人的孤独感来源#很多时候我们感觉孤单，是因为身边没有亲密的人陪伴。然而在某些时刻，即便身处在亲密的关系中，我们仍然会感到孤独。这种孤独感来自何处？孤独会如何影响生活？我们又该建立什么样的关系来面对孤独？ ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,110
4433728589333711,104,1903207591,2019-11-01,363,258,1077,十一月，会有始料不及的运气，会有突如其来的欢喜。 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,25
4433577984933795,105,1903207591,2019-10-31,304,213,920,等了好久的电影，要上映了却没有非去不可的必要了；终于攒够了钱买心仪的包包，可看到新出的衣服还是会犹豫；花了好多钱买的外套，不合身也不是非要丢掉。有时候你执着的事情，慢慢的都会被看开或淡忘就好像等了好长时间的班车到不了就改的士，菠菜没有就换成油麦菜。追了好久的人没结果就放弃好了。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,139
4433548452663485,106,1903207591,2019-10-31,300,301,875,看到#徐冬冬万圣节cos马里奥#真的太好看了吧！演技与颜值并存的小姐姐，爱了爱了！ ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,42
4433516630279155,107,1903207591,2019-10-31,648,781,4092,爱情是自由的 年龄差距不会是阻止你获得幸福的罪魁祸首。性别不是，距离不是，年龄就更不会是。爱情是两个人通力合作的一件艺术品，关系无法继续，只是因为我们无法继续“合作”，是我们的“无法合作”，通过年龄和距离等等因素表现出来了。但我经常觉得，遇见一个喜欢的人并不困难，困难的是这个人让你喜欢得愿意做一些进步和退让。是的，并不存在那个“完全对”的人的。所有令人满意的关系，双方一定是都做出了一些退让、获得了一些进步。而让我们一起变成更好的人，正是爱最重要的寓意。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,228
4433513870989772,108,1903207591,2019-10-31,307,240,996,很多人说，远嫁的女孩不会幸福。但是，我想说，远嫁不一定不幸福。大家看得更多的是远嫁女孩不幸福的例子，可是我们不能因为看到阴影就否认光的存在。在我看来，很多人太把距离当成问题了。我相信每一个远嫁的姑娘都是先认定了人，再义无反顾跟随去异乡远方。那么愿他是你异乡最坚韧的盔甲，最温暖的港湾。嫁人会不会幸福看的不是距离，而是人，这个男人怎么样，他的原生家庭怎么样。曾经，我也把距离当作找另一半的条件，直到看到表姐的远嫁外省，我才发现远嫁其实并不是决定你婚姻幸福不幸福的必然条件。一个远嫁可以过得很好的姑娘，是因为懂得经营幸福，能把握好进退分寸，让家庭和谐温馨。愿远嫁的姑娘既有远嫁的勇气，也有远嫁的能力。#女生该不该为了爱情远嫁#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,311
4433416172749955,110,1903207591,2019-10-31,321,257,1009,很多女生认为，在一段爱情中过于主动是件非常掉价的事情，其实这个行为掉不掉价是完全取决于你觉得这个行为到底值不值得。就比如，寒冬地铁站门口，焦急的你兜里掉出来一毛钱，不知去向的心且混着拥挤的人潮，大多数人都觉得捡起这一毛钱，太不值，拔腿就赶车。但是同样的场景，你掉的是巨额救命钱的话你肯定会捡，别说巨款了，就是手机掉地上，一般人弯下腰跪地上找都得扒拉出来。如果你感觉太过于主动会丢失自己的尊严和面子，只能说明你对这东西没那么渴望，不是刚需而已。这么想的时候，就忍住别心动，因为真的渴望，是没时间权衡利弊的。#女生在爱情里该不该主动#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,265
4432655746051766,120,1903207591,2019-10-29,241,156,1028,两个人在一起 应该要成长的 不管是两个人的心理还是钱包 现在缺很多 没事 那我们一起努力吧 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,46
4432053338742514,128,1903207591,2019-10-27,36,251,14684,#面对校园霸凌该怎么办# 想见你了的微博投票 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,23
4431923893740052,131,1903207591,2019-10-27,128,149,998,老天让你结束段感情 不是想没收你的感情 而是老天都心疼你 觉得他不配 所以让你解脱 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,42
4431585044144931,135,1903207591,2019-10-26,564,147,2222,今天看到这样一个问题：一个男生爱一个女生的最高形式是什么？我觉得对于一个男生来说，爱一个女孩子的最高形式就是接住她所有的负面情绪。因为说我爱你容易，给你买东西也不难，接吻、情话、拥抱更容易。可是当女生负面情绪爆发时，他没有不耐烦，没有离开你， 说明他心里是真的非常非常疼爱这位女生。一个男生有多爱你，不是看他说了多少句我爱你，而是在你负面情绪爆发甚至跟他吵架时，他会怎样对待你。是啊，用嘴巴说爱你很容易，但是用行动来爱你却很难。爱上那个乐观开朗的你很容易，但是能够同样去爱，去包容那个阴暗，负面的你却很难。如果一个男生在面对你负面情绪的时候能够温柔的对待你，不去指责你，那么，他一定也是值得你同样去爱的那个人。愿每个人都能遇到美好的爱情，遇到那个不管你怎样他都不会离开你的人。#和对象第一次接吻的经历#,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,351
4431552366942573,136,1903207591,2019-10-26,317,140,1438,我虽然不喜欢冬天 但是只要你喜欢 我就会出现在你的冬天里 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,29
4431278813742232,139,1903207591,2019-10-25,533,172,1336,我想在你学会成熟和懂事的那几年一定很煎熬吧。没有人会关心你变好的过程有多煎熬，他们只想知道现在的你是不是足够好。就像每一个人都想拥有成熟懂事的你，却不愿意花时间和精力陪你长大一样。你努力把最好的一面展现给别人，羡慕那些能够哭闹撒泼的人，但你不行，你要自个儿消化难过，即使很疼，也只能一个人悄悄的哭。成熟懂事固然是一件好事，成熟懂事固然讨人欢喜，只是这个世界上除了懂事和成熟，还有两个词叫做委屈和不快乐。因为没人会在意你的情绪和脾气，所以你选择自己懂事，因为没人会心疼和保护小小的你，所以你选择自己成熟。只是你也忘了，太懂事的孩子真的没糖吃。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,270
4431182467268793,141,1903207591,2019-10-25,188,153,1101,我也不知道该不该放下 我对你的不甘心是在太多太多了 遇见那么多人还是你让我最难过 也让我最心动 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,48
4429757439973123,160,1903207591,2019-10-21,288,323,969,这我就不明白了 为什么现在提分手 理由全都是不喜欢了 不合适了 没未来了 就这三个理由 难道来来回回用不腻吗 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,55
4429454762207348,163,1903207591,2019-10-20,636,646,1996,今日话题：#单身女性该不该买房#女生在结婚前，还处于单身的时候，置办一个属于自己的家，对于女人来说，这样做有必要吗？ ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,59
4429212495094954,165,1903207591,2019-10-19,412,242,997,什么样的爱情才能走到最后；长久的爱情需要保鲜，在磨合中找到适合彼此最舒服的相处方式，走得更远；每个人都有属于自己的棱角和傲气，只不过是在偏爱与被爱的过程中，磨去了原本属于自己的锐气；使我们更加亲密无间，每次的争吵不休，在争吵中听到了对方的回应的声音，像对方身体的另一半，另一个不可替代的整体，脱离独立漂泊无所依的游子。爱情最终的归宿是亲情，睡前吻你，半夜抱你，醒来有你，看见你在身边，是踏实的幸福，与你立黄昏，一起去散步，一起相伴厮守，相濡以沫。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,223
4428677347997450,171,1903207591,2019-10-18,176,276,1006,要做好每个人都会离开的准备哦 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,15
4428049787077417,177,1903207591,2019-10-16,260,279,994,当你尝试放下一个喜欢很久的人。电影情节太感性，总能让错过的两人重新相遇再在一起；生活中，有人说过再见就再也不见了，所有不合时宜的相遇，遗憾的总是令人心疼。决定放弃的人，再遇到就别再心潮澎湃了。你是起风时眼里的酸涩，是醉酒后呢喃呓语，是晚霞时的满心欢喜，是深夜辗转反侧触手不及的梦。朋友问我怎么彻底地放下的，我说我发现我失恋痛苦的期间里，他过的很好 。有能力爱自己，有余力爱别人，感情这事，不辜负自己就好，不负此生太难。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,209
4428006929731453,178,1903207591,2019-10-16,521,595,3267,今日话题：#如何看待年轻人的消费观#口红五百：买！运动鞋五千：买！视频会员二十块：在吗，借我用用 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,49
4427402916428509,184,1903207591,2019-10-14,179,371,1246,一个人爱不爱你，你心里再清楚不过了。 他一次一次的伤害你，你总是不服气嘴硬的说再也不要理他了，真是瞎了眼了才喜欢上他的。 可是当他回头扔给你一块糖的时候，你立马就傻傻地跑过去，早就忘了当初他在你身上划下的伤口和你撂下的那些狠话。 鞋子是穿在你脚上的，合不合适你最清楚。真正的喜欢都是不添加滤镜的，爱之初，是你本身的样子。 别一次又一次的原谅那个错的人；别为了那个不喜欢你的人一次次打破原则；别为了那个不值得的人去改变最初的你；更别把所有赌注压在一个根本就不在乎你的人身上。 你瘦了，你美了，自然会有更多的人来喜欢你，但你不要为了一个不喜欢你的人去改变自己，他不配，也不值得。 好好吃饭，好好睡觉，不爱你的人，你怎样，他还是不爱你。 留不住的人，就让他走吧。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,328
4426556078125094,193,1903207591,2019-10-12,595,572,1363,#当代女性的爱情观#：越来越多的女人，不再纠结于恋爱和结婚，对她们来说就是这辈子能遇到心动的人结婚很好，要是不能遇到，那么即使一辈子不结婚也没关系，婚姻也并不是什么必需品。女人并不指望着，有一个男人可以养自己，相反她更认同，要学会靠自己，不仅要有独立的思想，更是不论何时，都要尽可能地，做到经济独立。越来越独立的女人，已经变得越来越不愿意，在一段关系中去委屈自己。如果和一个男人相处融洽，那么她会一直和他在一起，可是他一旦让自己伤了心，她会头也不回的离去。这一生，虽然很渴望着，有那么一个人非自己不可，但是却也越来越觉得，其实这一辈子，没有谁都一样，也没有什么不行。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,283
4426479557366233,195,1903207591,2019-10-12,196,247,1933,我希望你发生了什么事第一个跟我说 而不是我问你 你说没事 我还得从另一个人口中知道你发生了什么 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,48
4426229949827917,199,1903207591,2019-10-11,203,329,1028,为什么渣男永远都那么有魅力？今天和朋友吃板的时候谈到这个话题，她说因为渣男比好男孩更懂得撩妹，更懂得女孩子的心思，更懂得女生的需求，我想了想好像确实是这样。其实有很多人通过短视频来关注我的微博，都是为了能够使自己的感情变得更好一点，但其中并不缺乏有渣男在的感情。所以每当我看到有人私信我说遇到有渣男的时候，我都会叫她们放下，因为这种人不值得你去付出努力，付出感情。他们本来就是抱着跟你玩玩的心态，到最后腻了就甩掉你，然后女孩子通常都会崩溃无助，希望有一个人来帮帮自己。我觉得吧，如果说你们一刚开始就认清他是个渣男的话，那你还会选择跟他在一起吗，还是说立马跟他斩断所有联系，然后继续开始新的生活。,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,297
4426110793960433,201,1903207591,2019-10-11,31,168,903,忽然想问你一些秋天的事 比如天冷了你添长袖没有 晚上睡觉还会不会半夜醒来 可能会在冬天来之前遇到你 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,50
4425048217124686,213,1903207591,2019-10-08,600,854,2466,来说说#最近很火却又不懂的梗#有哪些？ ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,1,0,0,20
4424783397585452,215,1903207591,2019-10-07,43,50,809,希望是我，最好是我，拜托是我，千万是我，必须是我，只能是我，只属于我熬到最后一定是我。 ,617 119192 132532 1063344,193.17990275526742,214.80064829821717,1723.4100486223663,1315068,617,0,0,0,0,0,44
